Genus,Species,Gender,State,County,Refuge,Division,Sample Site,Coordinates,Habitat,Date Sampled,Collector,Notes,X14,X15,X16,X17,X18,X19,X20
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,May. 22,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,forest,May. 22,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,forest,May. 22,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,forest,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,forest,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,forest,May. 29,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,forest,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,old field,Jun. 12,W. Watkins,BB Lafayette Co.,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 20,W. Watkins,BB Ray Co.,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Ray,Big Muddy,N/A,N/A,N/A,old field,Jun. 20,W. Watkins,BB Ray Co.,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 2,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 2,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 2,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 2,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 2,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Forest,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 2,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 2,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 2,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 2,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 2,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 2,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 2,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 2,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 2,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 2,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hartii,Female,Missouri,Lafayette,Big Muddy,N/A,N/A,N/A,Old Field,Jul. 17,N/A,NA,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum hudsoniellum,Female,Missouri,Ray,Big Muddy,N/A,JAB,N/A,Old Field,Jul. 17,N/A,JAB Ray,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum imitatum,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum imitatum,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum imitatum,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum imitatum,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum imitatum,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum imitatum,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum imitatum,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum imitatum,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum imitatum,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum imitatum,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum imitatum,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum imitatum,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Forest,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum imitatum,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum imitatum,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 7,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum imitatum,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 20,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum imitatum,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 20,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum imitatum,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 20,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum imitatum,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 20,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum imitatum,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 20,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum imitatum,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 20,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum imitatum,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 20,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum imitatum,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 20,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
Lasioglossum,Lasioglossum imitatum,Female,Missouri,Lafayette,Big Muddy,N/A,BB,N/A,Old Field,Aug. 20,N/A,BB Lafayette,NA,NA,NA,NA,NA,NA,NA
